,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent
140,Pullup Jump shot,Jump Shot,469,21100652,33.8953,105,149,-118.1648,4,4,0,2011-12,14,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/16/2012,MIN
141,Jump Shot,Jump Shot,155,29700183,34.0193,59,25,-118.2108,9,2,0,1997-98,52,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/26/1997,BOS
142,Driving Layup Shot,Layup,212,20500218,34.0443,0,0,-118.2698,2,2,0,2005-06,13,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/1/2005,UTA
143,Jump Shot,Jump Shot,421,21200347,33.8283,-136,216,-118.4058,3,4,0,2012-13,52,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/16/2012,PHI
144,Jump Shot,Jump Shot,303,40900406,33.8413,40,203,-118.2298,3,3,1,2009-10,39,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/15/2010,BOS
145,Jump Shot,Jump Shot,267,20700753,34.0443,238,0,-118.0318,8,3,0,2007-08,7,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,2/11/2008,CHA
146,Layup Shot,Layup,421,20300831,34.0443,0,0,-118.2698,6,4,0,2003-04,25,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/25/2004,DEN
147,Jump Shot,Jump Shot,223,20200069,33.6863,151,358,-118.1188,0,2,0,2002-03,0,38,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/7/2002,BOS
148,Turnaround Jump Shot,Jump Shot,452,21100151,34.0503,177,-6,-118.0928,2,4,0,2011-12,31,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1/11/2012,UTA
149,Jump Shot,Jump Shot,280,20200616,33.9883,46,56,-118.2238,3,3,0,2002-03,29,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1/24/2003,NJN
150,Jump Shot,Jump Shot,353,20100934,33.9303,-128,114,-118.3978,0,3,0,2001-02,35,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/15/2002,LAC
151,Jump Shot,Jump Shot,144,20300318,33.9933,-10,51,-118.2798,0,1,0,2003-04,57,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/12/2003,DAL
152,Jump Shot,Jump Shot,295,20700432,34.0213,57,23,-118.2128,11,3,0,2007-08,11,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/28/2007,UTA
153,Driving Layup Shot,Layup,184,20700696,34.0343,8,10,-118.2618,2,2,0,2007-08,27,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/3/2008,WAS
154,Jump Shot,Jump Shot,157,40500157,33.9143,228,130,-118.0418,4,2,1,2005-06,49,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/6/2006,PHX
155,Jump Shot,Jump Shot,190,20500968,33.8073,154,237,-118.1158,0,2,0,2005-06,34,28,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,3/17/2006,NJN
156,Layup Shot,Layup,175,20700172,34.0363,-10,8,-118.2798,5,2,0,2007-08,39,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/23/2007,BOS
157,Jump Shot,Jump Shot,4,40800224,33.8143,108,230,-118.1618,11,1,1,2008-09,28,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/10/2009,HOU
158,Jump Shot,Jump Shot,539,21501153,33.8123,-96,232,-118.3658,0,4,0,2015-16,10,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/3/2016,BOS
159,Running Jump Shot,Jump Shot,144,40000085,33.9513,-155,93,-118.4248,7,2,1,2000-01,43,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,6/10/2001,PHI
160,Jump Shot,Jump Shot,465,20600789,34.0493,-187,-5,-118.4568,7,4,0,2006-07,40,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/15/2007,CLE
161,Jump Shot,Jump Shot,324,21200503,33.8313,119,213,-118.1508,9,3,0,2012-13,32,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/6/2013,DEN
162,Turnaround Jump Shot,Jump Shot,489,21500422,34.0333,-178,11,-118.4478,3,4,0,2015-16,16,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/22/2015,DEN
163,Jump Shot,Jump Shot,365,40600155,33.9573,-36,87,-118.3058,2,3,1,2006-07,51,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,5/2/2007,PHX
164,Driving Layup Shot,Layup,234,20201136,34.0443,0,0,-118.2698,0,2,0,2002-03,6,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/2003,SAC
165,Layup Shot,Layup,260,20800666,34.0443,0,0,-118.2698,7,3,0,2008-09,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/27/2009,CHA
166,Layup Shot,Layup,292,20100790,34.0443,0,0,-118.2698,5,3,0,2001-02,30,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/24/2002,NYK
167,Jump Shot,Jump Shot,121,20000334,33.9893,-58,55,-118.3278,10,2,0,2000-01,35,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/15/2000,VAN
168,Jump Shot,Jump Shot,474,20500646,33.8223,-148,222,-118.4178,0,4,0,2005-06,56,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1/29/2006,DET
169,Jump Shot,Jump Shot,449,20400294,33.7913,82,253,-118.1878,4,4,0,2004-05,14,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/11/2004,LAC
170,Jump Shot,Jump Shot,60,20700113,33.8803,-38,164,-118.3078,5,1,0,2007-08,1,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/14/2007,HOU
171,Jump Shot,Jump Shot,260,20600223,33.9833,108,61,-118.1618,10,3,0,2006-07,8,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/30/2006,UTA
172,Driving Layup Shot,Layup,475,21501228,34.0423,-7,2,-118.2768,1,4,0,2015-16,45,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/13/2016,UTA
173,Turnaround Fadeaway shot,Jump Shot,208,40800141,33.9203,114,124,-118.1558,4,2,1,2008-09,7,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/19/2009,UTA
174,Jump Shot,Jump Shot,214,20900131,33.9773,-209,67,-118.4788,5,2,0,2009-10,2,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/13/2009,DEN
175,Turnaround Jump Shot,Jump Shot,369,20000896,33.9593,49,85,-118.2208,11,4,0,2000-01,38,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,3/9/2001,SAS
176,Turnaround Bank shot,Bank Shot,190,21200681,33.9963,-84,48,-118.3538,4,2,0,2012-13,42,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1/30/2013,PHX
177,Jump Shot,Jump Shot,309,20100387,33.9243,-134,120,-118.4038,7,3,0,2001-02,12,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/25/2001,PHI
178,Jump Shot,Jump Shot,479,20200880,33.8063,-102,238,-118.3718,2,4,0,2002-03,30,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/5/2003,IND
179,Jump Shot,Jump Shot,112,20100428,33.8883,85,156,-118.1848,10,2,0,2001-02,31,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/30/2001,HOU
180,Jump Shot,Jump Shot,405,20500888,33.7863,80,258,-118.1898,3,4,0,2005-06,8,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,3/6/2006,SAS
181,Jump Shot,Jump Shot,287,20700843,33.8893,36,155,-118.2338,3,3,0,2007-08,13,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2/26/2008,POR
182,Jump Shot,Jump Shot,63,21001094,34.0083,-81,36,-118.3508,4,1,0,2010-11,49,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,3/27/2011,NOH
183,Turnaround Jump Shot,Jump Shot,350,20800871,33.9283,97,116,-118.1728,6,3,0,2008-09,45,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2/27/2009,DEN
184,Step Back Jump shot,Jump Shot,445,21100081,33.9563,-161,88,-118.4308,3,4,0,2011-12,31,18,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1/3/2012,HOU
185,Driving Layup Shot,Layup,451,20600066,34.0443,0,0,-118.2698,0,4,0,2006-07,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/8/2006,POR
186,Jump Shot,Jump Shot,478,40100231,33.8653,191,179,-118.0788,3,4,1,2001-02,8,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,5/5/2002,SAS
187,Jump Shot,Jump Shot,284,20600478,33.7963,-62,248,-118.3318,0,2,0,2006-07,32,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1/4/2007,SAC
188,Jump Shot,Jump Shot,115,20101000,33.8843,16,160,-118.2538,0,1,0,2001-02,28,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,3/24/2002,SAC
189,Jump Shot,Jump Shot,480,40900231,33.8963,-16,148,-118.2858,0,4,1,2009-10,52,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/2/2010,UTA
190,Jump Shot,Jump Shot,540,29800145,33.7623,-36,282,-118.3058,0,4,0,1998-99,16,28,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2/23/1999,VAN
191,Jump Shot,Jump Shot,357,20100865,34.0103,138,34,-118.1318,10,4,0,2001-02,57,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/6/2002,UTA
192,Slam Dunk Shot,Dunk,357,20500591,34.0443,0,0,-118.2698,0,3,0,2005-06,31,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/22/2006,TOR
193,Jump Shot,Jump Shot,286,20400799,33.8473,143,197,-118.1268,7,3,0,2004-05,0,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/23/2005,POR
194,Step Back Jump shot,Jump Shot,486,21400248,34.0273,174,17,-118.0958,2,4,0,2014-15,59,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/30/2014,TOR
195,Jump Shot,Jump Shot,211,40300315,33.7813,10,263,-118.2598,0,2,1,2003-04,5,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,5/29/2004,MIN
196,Jump Shot,Jump Shot,339,20700843,33.9393,-153,105,-118.4228,11,4,0,2007-08,36,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2/26/2008,POR
197,Jump Shot,Jump Shot,94,20700696,33.9623,190,82,-118.0798,2,1,0,2007-08,29,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2/3/2008,WAS
198,Jump Shot,Jump Shot,280,20400158,33.9853,6,59,-118.2638,5,3,0,2004-05,21,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/23/2004,MIL
199,Jump Shot,Jump Shot,528,20800037,33.8723,-49,172,-118.3188,5,4,0,2008-09,42,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/1/2008,DEN
200,Jump Shot,Jump Shot,58,41000152,33.9883,9,56,-118.2608,4,1,1,2010-11,28,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/20/2011,NOH
201,Fadeaway Jump Shot,Jump Shot,61,20600157,33.9013,-16,143,-118.2858,5,1,0,2006-07,20,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/21/2006,LAC
202,Fadeaway Jump Shot,Jump Shot,460,20100768,33.9513,3,93,-118.2668,0,4,0,2001-02,57,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/21/2002,CLE
203,Driving Dunk Shot,Dunk,120,20100360,34.0443,0,0,-118.2698,2,1,0,2001-02,58,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/20/2001,HOU
204,Jump Shot,Jump Shot,233,20500274,33.8843,-141,160,-118.4108,9,3,0,2005-06,32,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/9/2005,CHI
205,Layup Shot,Layup,236,21100288,34.0473,1,-3,-118.2688,11,3,0,2011-12,40,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/28/2012,MIL
206,Jump Shot,Jump Shot,144,40200224,33.8423,-8,202,-118.2778,9,2,1,2002-03,18,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,5/11/2003,SAS
207,Jump Shot,Jump Shot,279,20700400,33.8573,174,187,-118.0958,9,3,0,2007-08,17,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,12/23/2007,NYK
208,Jump Bank Shot,Jump Shot,17,20601044,33.9953,20,49,-118.2498,9,1,0,2006-07,56,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,3/25/2007,GSW
209,Jump Shot,Jump Shot,445,20400126,33.7943,-87,250,-118.3568,0,4,0,2004-05,25,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/19/2004,PHX
210,Driving Layup Shot,Layup,23,20000334,34.0443,0,0,-118.2698,9,1,0,2000-01,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/15/2000,VAN
211,Layup Shot,Layup,275,20700664,34.0443,0,0,-118.2698,9,3,0,2007-08,34,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/29/2008,NYK
212,Driving Layup Shot,Layup,60,20401142,34.0443,0,0,-118.2698,5,1,0,2004-05,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/10/2005,SAC
213,Running Jump Shot,Jump Shot,310,20100622,34.0063,-6,38,-118.2758,4,3,0,2001-02,19,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/27/2002,PHI
214,Tip Shot,Tip Shot,52,21100357,34.0333,-4,11,-118.2738,5,1,0,2011-12,58,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/6/2012,PHI
215,Jump Shot,Jump Shot,195,20500297,33.7973,-48,247,-118.3178,3,2,0,2005-06,24,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/12/2005,DAL
216,Layup Shot,Layup,446,20000047,34.0353,-12,9,-118.2818,1,4,0,2000-01,6,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/2000,VAN
217,Jump Shot,Jump Shot,374,21500767,33.8703,-191,174,-118.4608,2,3,0,2015-16,36,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/6/2016,SAS
218,Jump Shot,Jump Shot,526,29701120,33.8283,-151,216,-118.4208,0,4,0,1997-98,12,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/10/1998,PHX
219,Jump Shot,Jump Shot,10,20400065,33.8253,138,219,-118.1318,10,1,0,2004-05,54,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/10/2004,MEM
220,Jump Shot,Jump Shot,132,49900028,33.8883,-147,156,-118.4168,10,2,1,1999-00,35,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/2/2000,SAC
221,Jump Shot,Jump Shot,147,29700390,33.9163,102,128,-118.1678,8,2,0,1997-98,44,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/26/1997,LAC
222,Running Jump Shot,Jump Shot,115,40900311,34.0553,173,-11,-118.0968,0,1,1,2009-10,1,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,5/17/2010,PHX
223,Jump Shot,Jump Shot,299,20700406,33.8303,18,214,-118.2518,7,3,0,2007-08,17,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,12/25/2007,PHX
224,Dunk Shot,Dunk,35,29900955,34.0443,0,0,-118.2698,7,1,0,1999-00,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/20/2000,MIA
225,Driving Layup Shot,Layup,219,20400231,34.0443,0,0,-118.2698,2,2,0,2004-05,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,12/3/2004,GSW
226,Jump Shot,Jump Shot,81,20200243,33.9173,179,127,-118.0908,1,1,0,2002-03,47,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,12/1/2002,MIN
227,Jump Shot,Jump Shot,363,20200946,34.0093,171,35,-118.0988,11,4,0,2002-03,47,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/15/2003,MIL
228,Driving Layup Shot,Layup,275,20500709,34.0443,0,0,-118.2698,6,3,0,2005-06,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/7/2006,DAL
229,Jump Shot,Jump Shot,114,40700406,33.8803,6,164,-118.2638,11,2,1,2007-08,18,16,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,6/17/2008,BOS
230,Jump Shot,Jump Shot,372,20000397,33.8843,117,160,-118.1528,10,4,0,2000-01,41,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,12/25/2000,POR
231,Jump Shot,Jump Shot,318,40200174,33.9403,-80,104,-118.3498,6,3,1,2002-03,2,13,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,4/27/2003,MIN
232,Layup Shot,Layup,497,21000249,34.0323,-24,12,-118.2938,3,4,0,2010-11,29,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/28/2010,IND
233,Jump Shot,Jump Shot,408,20200691,33.9213,-54,123,-118.3238,8,4,0,2002-03,28,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2/4/2003,IND
234,Jump Shot,Jump Shot,24,20401130,33.9213,-143,123,-118.4128,8,1,0,2004-05,44,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/8/2005,SEA
235,Layup Shot,Layup,114,20500916,34.0443,-3,0,-118.2728,10,2,0,2005-06,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/10/2006,SAS
236,Jump Shot,Jump Shot,249,21000858,33.8993,-194,145,-118.4638,9,3,0,2010-11,48,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2/23/2011,POR
237,Jump Bank Shot,Jump Shot,236,20900316,33.9893,15,55,-118.2548,10,3,0,2009-10,36,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,12/9/2009,UTA
238,Driving Dunk Shot,Dunk,11,20200790,34.0443,0,0,-118.2698,10,1,0,2002-03,23,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2/21/2003,POR
239,Layup Shot,Layup,428,40700404,34.0443,0,0,-118.2698,5,4,1,2007-08,3,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/12/2008,BOS
240,Turnaround Fadeaway shot,Jump Shot,152,20900097,33.9503,-51,94,-118.3208,7,2,0,2009-10,19,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/8/2009,NOH
241,Jump Shot,Jump Shot,57,20200769,33.9013,164,143,-118.1058,4,1,0,2002-03,38,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/18/2003,HOU
242,Jump Shot,Jump Shot,163,20000896,33.9363,142,108,-118.1278,6,2,0,2000-01,34,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,3/9/2001,SAS
243,Jump Shot,Jump Shot,26,20000297,33.7973,-115,247,-118.3848,8,1,0,2000-01,32,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/10/2000,DET
244,Running Jump Shot,Jump Shot,119,20000666,33.9663,5,78,-118.2648,9,2,0,2000-01,31,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2/2/2001,CHA
245,Tip Shot,Tip Shot,36,29900582,34.0443,0,0,-118.2698,7,1,0,1999-00,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1/24/2000,UTA
246,Jump Shot,Jump Shot,190,20200774,33.9043,113,140,-118.1568,2,2,0,2002-03,2,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/19/2003,UTA
247,Jump Shot,Jump Shot,132,20700002,33.9733,146,71,-118.1238,11,2,0,2007-08,29,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,10/30/2007,HOU
248,Jump Shot,Jump Shot,240,20401065,33.9503,-192,94,-118.4618,11,3,0,2004-05,14,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,3/31/2005,MIN
249,Jump Shot,Jump Shot,443,20200790,33.8503,159,194,-118.1108,3,4,0,2002-03,43,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/21/2003,POR
250,Driving Finger Roll Layup Shot,Layup,346,21200080,34.0293,7,15,-118.2628,5,3,0,2012-13,43,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/9/2012,GSW
251,Driving Layup Shot,Layup,201,40500156,34.0443,0,0,-118.2698,2,2,1,2005-06,52,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/4/2006,PHX
252,Jump Shot,Jump Shot,104,21100547,33.9323,185,112,-118.0848,1,1,0,2011-12,25,21,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,3/4/2012,MIA
253,Layup Shot,Layup,25,20200925,34.0443,0,0,-118.2698,9,1,0,2002-03,21,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,3/12/2003,DET
254,Jump Shot,Jump Shot,216,21400471,33.9183,-24,126,-118.2938,4,2,0,2014-15,13,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,12/30/2014,DEN
255,Jump Shot,Jump Shot,50,29901171,33.8903,138,154,-118.1318,5,1,0,1999-00,2,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,4/18/2000,DAL
256,Jump Shot,Jump Shot,136,29700823,34.0623,130,-18,-118.1398,10,2,0,1997-98,24,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,3/1/1998,NYK
257,Jump Shot,Jump Shot,75,49900071,33.8953,1,149,-118.2688,0,1,1,1999-00,13,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,5/26/2000,POR
258,Jump Shot,Jump Shot,400,21200297,33.8283,-136,216,-118.4058,11,4,0,2012-13,22,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,12/9/2012,UTA
259,Jump Shot,Jump Shot,115,40600151,33.9473,228,97,-118.0418,0,1,1,2006-07,0,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/22/2007,PHX
260,Jump Shot,Jump Shot,395,20500274,34.0183,-186,26,-118.4558,3,4,0,2005-06,14,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,12/9/2005,CHI
261,Jump Shot,Jump Shot,187,20100514,34.0253,94,19,-118.1758,6,2,0,2001-02,9,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/12/2002,CHI
262,Layup Shot,Layup,442,49600024,34.0443,0,0,-118.2698,5,4,1,1996-97,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/30/1997,POR
263,Jump Shot,Jump Shot,219,29901039,33.8733,-85,171,-118.3548,1,2,0,1999-00,46,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,3/31/2000,PHI
264,Jump Shot,Jump Shot,2,20000379,33.9453,-136,99,-118.4058,11,1,0,2000-01,39,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,12/22/2000,DAL
265,Jump Shot,Jump Shot,514,21501081,33.9393,-225,105,-118.4948,4,4,0,2015-16,36,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,3/25/2016,DEN
266,Turnaround Jump Shot,Jump Shot,265,40500156,33.9223,-138,122,-118.4078,9,3,1,2005-06,13,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,5/4/2006,PHX
267,Jump Shot,Jump Shot,146,29700521,33.8353,132,209,-118.1378,9,2,0,1997-98,50,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1/14/1998,DEN
268,Jump Shot,Jump Shot,399,20500741,33.8573,36,187,-118.2338,8,4,0,2005-06,36,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2/11/2006,MEM
269,Jump Shot,Jump Shot,233,20100152,33.8443,-151,200,-118.4208,1,2,0,2001-02,0,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/20/2001,LAC
270,Jump Shot,Jump Shot,78,20100428,33.7913,-75,253,-118.3448,1,1,0,2001-02,18,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,12/30/2001,HOU
271,Jump Shot,Jump Shot,331,49900088,33.9443,-113,100,-118.3828,11,4,1,1999-00,37,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,6/19/2000,IND
272,Driving Layup Shot,Layup,54,49900074,34.0443,0,0,-118.2698,5,1,1,1999-00,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,6/2/2000,POR
273,Jump Shot,Jump Shot,264,40900312,34.0053,-5,39,-118.2748,0,2,1,2009-10,57,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,5/19/2010,PHX
274,Turnaround Jump Shot,Jump Shot,43,20100506,34.0253,79,19,-118.1908,6,1,0,2001-02,58,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1/11/2002,MIN
275,Turnaround Fadeaway shot,Jump Shot,9,20700843,33.8983,-41,146,-118.3108,10,1,0,2007-08,8,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2/26/2008,POR
276,Jump Shot,Jump Shot,505,40900401,33.9213,-43,123,-118.3128,4,4,1,2009-10,16,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,6/3/2010,BOS
277,Jump Shot,Jump Shot,71,21000692,33.9503,105,94,-118.1648,3,1,0,2010-11,47,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1/28/2011,SAC
278,Jump Shot,Jump Shot,336,20200719,33.8663,105,178,-118.1648,2,3,0,2002-03,6,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2/11/2003,DEN
279,Turnaround Jump Shot,Jump Shot,443,20400198,33.8963,-72,148,-118.3418,1,4,0,2004-05,15,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/28/2004,NOP
280,Jump Shot,Jump Shot,117,20900740,33.8093,147,235,-118.1228,0,1,0,2009-10,0,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2/5/2010,DEN
